target,text,stance,cut,length
深圳禁摩限电,天天时时听你们广播，每次听到深圳禁摩限电的广播就反感，你们在说假话，深圳龙岗爱联地铁站D出口2年来平时是4辆电单车在招手招呼揽客，2016年4月1日下午看到7辆电单车前4后3，深圳交警说立即派人，但4月5日下午又看到4辆电单车堵在D出口。眼见为实啊！ ,1,天天 时时 听 广播 每次 听到 深圳 禁摩 限电 广播 反感 说 假话 深圳 龙岗 爱联 地铁站 D 出口 年 平时 辆 电单车 招手 招呼 揽客 年月日 下午 看到 辆 电单车 深圳 交警 说 立即 派 月 日 下午 看到 辆 电单车 堵 D 出口 眼见为实 ,132
春节放鞭炮,"#春节放鞭炮# 【古建筑内禁止燃放烟花爆竹】为加强春节期间文物古建筑消防安全保卫,重庆市公安消防总队对古建筑内燃放烟花爆竹、非宗教活动场所焚香烧纸的,依法予以清除。对宗教场所点灯、焚香、烧纸的,必须在安全地点并安排专人看管。 详情:|春节放鞭炮",1,春节 放鞭炮 古建筑 禁止 燃放烟花 爆竹 加强 春节 期间 文物 古建筑 消防安全 保卫 重庆市 公安消防 总队 古建筑 燃放烟花 爆竹 非 宗教 活动场所 焚香 烧纸 依法 予以 清除 宗教 场所 点灯 焚香 烧纸 必须 安全 地点 安排 专人 看管 详情 春节 放鞭炮 ,138
IphoneSE,iPhone SE哈哈哈 和6s一样的配置，和5s一样的外观，史上最便宜的iPhone，可以可以 这下放心了，6s用户哭晕，5s再战两年   睡觉睡觉，可以不用看了,0,iPhoneSE 哈哈哈 s 配置 s 外观 史上 便宜 iPhone 这下 放心 s 用户 哭 晕 s 再战 两年 睡觉 睡觉 不用 ,68
深圳禁摩限电,#深圳禁摩限电#我为深圳点赞，为了发挥电摩的打击违法犯罪拯救地球的杠杆作用，严禁电摩上路，是正义的，是每一个有良知的中国人都应该遵守的，没有了电摩，外星人就没法入侵地球，深圳市站在整个宇宙的高度做这件让人民唾骂的事，背负了太多的责任，这就是深圳精神，拯救地球，舍我其谁我不入地狱谁入,1,深圳 禁摩 限电 深圳 点赞 发挥 电摩 打击 违法犯罪 拯救 地球 杠杆作用 严禁 电摩 上路 正义 一个 良知 中国 应该 遵守 没有 电摩 外星人 没法 入侵 地球 深圳市 站 整个 宇宙 高度 做 这件 人民 唾骂 事 背负 太 责任 深圳 精神 拯救 地球 舍我其谁 不入 地狱 入 ,147
深圳禁摩限电,看深圳禁摩限电行为政府一味指责电动车隐患多事故频发，一纸禁令。为什么电动车发展如此迅速？一是公共交通落后，政府又禁摩，被逼无奈中低收入者。二是乱象不怪电动车和车主本身，而是地方政府惰政，处理不好国标与市场关系。三是消灭交通工具得管理方式竟然是违法的，道交法。 |北京·潘家...,1,深圳 禁摩 限电 行为 政府 一味 指责 电动车 隐患 事故 频发 一纸 禁令 电动车 发展 迅速 一是 公共交通 落后 政府 禁摩 逼 无奈 中低收入者 二是 乱象 怪 电动车 车主 地方 政府 惰政 处理 不好 国标 市场 关系 三是 消灭 交通工具 管理 方式 竟然 违法 道 交法 北京 潘家 ,151
俄罗斯在叙利亚的反恐行动,总是有那么一帮人希望普京能搞点大动作，然并卵，他们崇拜的大帝也就只能谴责谴责。,1,总是 一帮人 希望 普京 搞 点 动作 然 卵 崇拜 大帝 只能 谴责 谴责 ,39
春节放鞭炮,#你是被鞭炮声吵醒的吗#春节不放鞭炮，如今几千年的传统，已经丢得沒多少了，珍惜吧，以后都不知到什么是过年了， |你是被鞭炮... 我在:|326省道,0,鞭炮声 吵醒 春节 放鞭炮 如今 几千年 传统 已经 丢得 沒 珍惜 以后 不知 过年 鞭炮 省 道 ,51
深圳禁摩限电,#深圳禁摩限电#因为电动车引发事故多，所以一刀切直接禁止？真是没想到到了今天居然还有这么粗暴的政策。我想问一句，刀子杀人也多，为什么不不刀具厂给查封了？国家一方面鼓励生产绿色能源汽车，地方政府居然禁止电动车上牌上路，真是奇葩。 |化州·播扬...,1,深圳 禁摩 限电 电动车 引发 事故 一刀切 直接 禁止 真是 没想到 今天 居然 粗暴 政策 想 问 一句 刀子 杀人 刀具厂 查封 国家 鼓励 生产 绿色 能源 汽车 地方 政府 居然 禁止 电动车 牌 上路 真是 奇葩 化州 播扬 ,119
俄罗斯在叙利亚的反恐行动,美国拜登支持俄罗斯以军事行动解决叙利亚问题！俄罗斯加油！！[飞机],0,美国 拜登 支持 俄罗斯 军事行动 解决 叙利亚 问题 俄罗斯 加油 飞机 ,38
开放二胎,开放二胎就是国家为了防止房价暴跌泡沫经济崩盘想出来的饮鸩止渴的办法。真有傻逼前赴后继的往前赶。你们这些无知的人类。,1,开放 二胎 国家 防止 房价 暴跌 泡沫经济 崩盘 想 饮鸩止渴 办法 真有 傻 逼 前赴后继 往前 无知 人类 ,57
IphoneSE,那么贵，4寸，垃圾，那么小玩游戏都玩不了，还有信号差得到死，万能钥匙又不能用，垃圾中的垃圾，千万不要买,1,贵寸 垃圾 玩游戏 玩 不了 信号 差 得到 死 万能钥匙 不能 垃圾 中 垃圾 千万 不要 买 ,49
开放二胎,#超女任帅你为什么腿这么长# 姚晨怀二胎 长着大长腿，还很漂亮，这个超女锅铲小妹 逗比呀！@青春无敌美少女任帅 |秒拍视频,2,超女 任帅 腿 长 姚晨怀 二胎 长着 大长 腿 很漂亮 超女 锅铲 小妹 逗比 青春 无敌 美少女 任帅 秒 拍 视频 ,61
春节放鞭炮,【小年到】今天农历腊月二十三，民间传统的祭灶日，也称“小年”。小年这天，有祭灶、扫尘、放鞭炮等习俗，小年之后，家家户户开始准备年货，过年的气氛越来越浓，准备迎接春节的到来，大家小年快乐！,0,小年 今天 农历 腊月 二十三 民间 传统 祭灶 日 称小年 小年 这天 祭灶 扫尘 放鞭炮 习俗 小年 之后 家家户户 准备 年货 过年 气氛 越来越 浓 准备 迎接 春节 到来 小年 快乐 ,97
IphoneSE,很好的手机，性价比高，比国产好的没话说，国产一年一环 苹果用5年8年没事不卡不迟钝，黑粉们哪个牌子派来的去哪里带着去，有意思吗？不喜欢就不要买，到处乱喷 这就是素质。,0,手机 性价比 高比 国产 没话说 国产 一年 一环 苹果 年 年 没事 不卡 迟钝 黑粉 牌子 派来 带 有意思 喜欢 不要 买 到处 乱 喷 素质 ,75
俄罗斯在叙利亚的反恐行动,好，应该把他们大使馆给炸了 操,0,应该 大使馆 炸 操 ,11
深圳禁摩限电,看深圳禁摩限电行为政府一味指责电动车隐患多事故频发，一纸禁令。为什么电动车发展如此迅速？一是公共交通落后，政府又禁摩，被逼无奈中低收入者。二是乱象不怪电动车和车主本身，而是地方政府惰政，处理不好国标与市场关系。三是消灭交通工具得管理方式竟然是违法的，道交法。,1,深圳 禁摩 限电 行为 政府 一味 指责 电动车 隐患 事故 频发 一纸 禁令 电动车 发展 迅速 一是 公共交通 落后 政府 禁摩 逼 无奈 中低收入者 二是 乱象 怪 电动车 车主 地方 政府 惰政 处理 不好 国标 市场 关系 三是 消灭 交通工具 管理 方式 竟然 违法 道 交法 ,145
春节放鞭炮,#春节回家九件事# 2016年，我家的年味，贴春联放鞭炮吃水饺，家家户户乐团圆。@文明武汉 @中国文明网,0,春节 回家 九件 事年 我家 年 味 贴 春联 放鞭炮 吃 水饺 家家户户 乐团 圆 文明 武汉 中国 文明 网 ,57
俄罗斯在叙利亚的反恐行动,话意思谁揍反对派土耳其就揍谁呗...要不土耳其跟俄罗斯拉出来单练下...看看谁把谁揍一边去...再说了...一个智商如此堪忧的总统保护着一群智商更堪忧的反对派...土耳其这是要把自己作死的节奏还是要把北约一起作死的节奏啊...,0,话 意思 揍 反对派 土耳其 揍 土耳其 俄罗斯 拉 单练 看看 揍 一边 一个 智商 堪忧 总统 保护 一群 智商 更 堪忧 反对派 土耳其 作死 节奏 北约 一起 作死 节奏 ,90
IphoneSE,iPhone SE官网已经要2-3周发货了，也真是一件神奇的事情……,1,iPhoneSE 官网 已经 要周 发货 真是 一件 神奇 事情 ,33
开放二胎,每天晚上喂夜奶都睡不好，耳鸣了都，但仍然没有动摇我要老二的心超哥说我真坚强他被吵得抱着被子去隔壁屋睡了我在考虑二胎如果还是刨宫产可真是要了老命了还是先锻炼身体要紧保命要紧,0,每天晚上 夜奶 睡 不好 耳鸣 仍然 没有 动摇 我要 老二 心 超哥 说 真 坚强 吵 抱 被子 隔壁 屋睡 考虑 二胎 刨 宫产 真是 老命 先 锻炼身体 要紧 保命 要紧 ,89
春节放鞭炮,#春节快乐#第二个掌厨的春节，也是我们家实施环保计划～不放鞭炮的春节。今个最大梗就挑战的红烧鱼失败了。但是出乎意料的扣肉味道不错。。。。开吃 |怒江傈僳族...,1,春节快乐 第二个 掌厨 春节 家 实施 环保 计划 放鞭炮 春节 今个 最大 梗 挑战 红烧鱼 失败 出乎意料 扣肉 味道 不错 开吃 怒江 傈僳族 ,75
深圳禁摩限电,现今的热点用成语来形容最妥贴不过了，比如说深圳的禁摩限电……削足适履，更热的债转股……刻舟求剑，老先人先知先觉啊 我在#白银路# |兰州·白银...,1,现今 热点 成语 形容 妥贴 比如说 深圳 禁摩 限电 削足适履 更 热 债转股 刻舟求剑 老 先人 先知先觉 白银 路 兰州 白银 ,67
IphoneSE,本来就是废物利用，不出故障真对不起这些用剩的硬件了,1,本来 废物利用 出 故障 真对不起 剩 硬件 ,23
春节放鞭炮,发表了博文 《十年后的春节，还会有吗？》 - 过正月十五元宵节就意味着中国传统节日——春节的结束。记得小时候过春节，是我盼望的节日之一，在那几天，谁也管不了我，我可以大吃、大喝，熬夜、睡懒觉，放鞭炮 http://t.cn/zO73F15,0,发表 博文 十年 春节 还会 正月十五 元宵节 意味着 中国 传统节日 春节 结束 记得 小时候 春节 盼望 节日 几天 管不了 大吃大喝 熬夜 睡懒觉 放鞭炮 httptcnzOF ,92
春节放鞭炮,全面西化的步骤：高考必考英语，研究生必考英语，为此小学、中学、大学都必修英语，所有学生因此大量接触西方文化，洗脑也就成为必然结果！这批学生如今已是社会主流，社会西化也就成了自然而然的事！现在的年轻人，有谁还十分明白中华传统习俗？今年的春节，所有媒体、公知砰击放鞭炮绝非偶然！,0,全面 西化 步骤 高考 必考 英语 研究生 必考 英语 小学 中学 大学 必修 英语 学生 大量 接触 西方 文化 洗脑 成为 必然结果 这批 学生 如今已是 社会 主流 社会 西化 成 自然而然 事 现在 年轻人 十分 明白 中华 传统习俗 今年 春节 媒体 公知 砰 击 放鞭炮 绝非 偶然 ,148
深圳禁摩限电,老婆在深圳做粮油生意，常骑电动车送货，这些年被收缴及被盗的不下20辆。大部分在深做小生意的应有相似遭遇，家庭买一袋米，一包面粉，甚或一件啤酒......电车就成了绿色送货的交通工具，中新闻拍的湖南郴州电摩“坟场，”深圳我也见过。深提倡绿色出行，曾想城市规划全城如设有自行车道，深圳将更美！,2,老婆 深圳 做 粮油 生意 常骑 电动车 送货 年 收缴 被盗 不下 辆 大部分 深 做 小生意 应有 相似 遭遇 家庭 买 一袋 米 一包 面粉 一件 啤酒 电车 成 绿色 送货 交通工具 中 新闻 拍 湖南 郴州 电摩 坟场 深圳 见 深 提倡 绿色 出行 想 城市规划 全城 设有 自行车道 深圳 更 美 ,156
深圳禁摩限电,深圳禁摩背后是路权利益的博弈！这在全国应该只是开始。首先，政府懒政。鉴于大量电摩不规范，给予禁止的理由。其次，政府大力鼓励电动汽车政策。电动汽车150公里的续航，很鸡肋。远不及电摩来的实用，造成冲击。最后，比亚迪在深圳的影响。,1,深圳 禁摩 背后 路权 利益 博弈 全国 应该 政府 懒政 大量 电摩 规范 给予 禁止 理由 政府 大力 鼓励 电动汽车 政策 电动汽车 公里 续航 鸡肋 远 不及 电摩来 实用 造成 冲击 最后 比亚迪 深圳 影响 ,110
俄罗斯在叙利亚的反恐行动,自由军表示，他们不排除自由军与所谓的叙利亚政府军的成员联合反恐的可能，但前提是他们必须加入叙利亚自由军，并彻底改变自己对自由军的态度。 http://t.cn/R4y60lr,2,自由 军 表示 排除 自由 军 所谓 叙利亚 政府军 成员 联合 反恐 可能 前提 必须 加入 叙利亚 自由 军 彻底改变 自由 军 态度 httptcnRylr ,82
开放二胎,现在的小屁孩真不讲道理，国家开放二胎政策干什么，为了让世界充满熊孩子吗？想想父母把我养成这样真不容易，不说知书达礼吧，但是也挺礼貌的吧所以2016第一个愿望许给爸妈,1,现在 小屁孩 真 不讲道理 国家 开放 二胎 政策 干什么 世界 充满 熊 孩子 想想 父母 养成 真不容易 不说 知书达礼 挺 礼貌 第一个 愿望 许给 爸妈 ,81
俄罗斯在叙利亚的反恐行动,俄外交部发言人扎哈罗娃痛斥反恐的双重标准，她说“应叙利亚政府请求，俄罗斯空天部队开始采取军事反恐行动，此后世界媒体就俄罗斯在叙利亚的似乎非法、不可理喻的行动发起强大的反俄宣传活动。”她提醒称，当年“9•11”事件后，俄罗斯并没有问华盛顿打击的是“什么样的恐怖分子”就给予了美国支持。,0,俄外交部 发言人 扎 哈罗 娃 痛斥 反恐 双重标准 说 应 叙利亚 政府 请求 俄罗斯 空天 部队 采取 军事 反恐 行动 此后 世界 媒体 俄罗斯 叙利亚 似乎 非法 不可理喻 行动 发起 强大 反 俄 宣传 活动 提醒 称 当年 事件 俄罗斯 没有 问 华盛顿 打击 恐怖分子 给予 美国 支持 ,151
开放二胎,发现一个问题每天下班回家或者晚上出去散步都能遇到五六位孕妈妈，是应为二胎开放了还是自己也是孕妈对这方面敏感呢,2,发现 一个 问题 每天 下班 回家 晚上 出去 散步 遇到 五六位 孕 妈妈 应为 二胎 开放 孕妈 这方面 敏感 ,58
俄罗斯在叙利亚的反恐行动,和平安定的环境真好。看看战乱国家，还是中国好。中国的军人辛苦了。,2,和平 安定 环境 真 看看 战乱 国家 中国 中国 军人 辛苦 ,32
开放二胎,新政出来宝宝好方青年女性更受单位歧视找不到工作开放二胎政策却看不到任何一点对女性有利的地方，生活工作甚至是健康都是没点好处再过几年更进一步，晚婚晚孕罚款，不婚不孕判刑,1,新政 宝宝 好方 青年 女性 更受 单位 歧视 找 不到 工作 开放 二胎 政策 看不到 一点 女性 有利 地方 生活 工作 健康 没点 好处 几年 更进一步 晚婚 晚孕 罚款 不婚 不孕 判刑 ,98
